        Date        , GPU Clock [MHz] , Memory Clock [MHz] , VCE Clock [MHz] , GPU Temperature [°C] , GPU Temperature (Hot Spot) [°C] , Memory Temperature [°C] , GPU VRM Temperature [°C] , SOC VRM Temperature [°C] , Mem VRM Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , GPU Load [%] , Memory Used (Dedicated) [MB] , Memory Used (Dynamic) [MB] , GPU Chip Power Draw [W] , VDDC [V] , CPU Temperature [°C] , System Memory Used [MB] ,
2021-03-31 12:42:14 ,          26.0   ,            172.0   ,          33.0   ,               25.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          0   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               44.0   ,                  2598   ,
2021-03-31 12:42:15 ,          26.0   ,            189.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          6   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               44.0   ,                  2597   ,
2021-03-31 12:42:16 ,          26.0   ,            187.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          7   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               43.9   ,                  2602   ,
2021-03-31 12:42:17 ,          26.0   ,            189.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          6   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               43.9   ,                  2607   ,
2021-03-31 12:42:18 ,          26.0   ,            189.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          5   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               43.9   ,                  2603   ,
2021-03-31 12:42:19 ,          26.0   ,            189.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          6   ,                        221   ,                       74   ,                   5.0   , 0.8313   ,               44.0   ,                  2607   ,
2021-03-31 12:42:20 ,          26.0   ,            185.0   ,          33.0   ,               28.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          4   ,                        221   ,                       74   ,                   5.0   , 0.8313   ,               44.0   ,                  2607   ,
2021-03-31 12:42:21 ,          26.0   ,            187.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          1   ,                        221   ,                       74   ,                   4.0   , 0.7813   ,               44.0   ,                  2609   ,
2021-03-31 12:42:22 ,          26.0   ,            191.0   ,          33.0   ,               26.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          2   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               44.1   ,                  2612   ,
2021-03-31 12:42:23 ,          26.0   ,            186.0   ,          33.0   ,               28.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          3   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               44.0   ,                  2613   ,
2021-03-31 12:42:24 ,          26.0   ,            189.0   ,          33.0   ,               26.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          6   ,                        221   ,                       74   ,                   6.0   , 0.7813   ,               44.3   ,                  2616   ,
2021-03-31 12:42:25 ,          26.0   ,            189.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          6   ,                        221   ,                       74   ,                   6.0   , 0.7813   ,               44.3   ,                  2616   ,
2021-03-31 12:42:26 ,          26.0   ,            189.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          6   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               44.5   ,                  2616   ,
2021-03-31 12:42:27 ,          26.0   ,            189.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          7   ,                        221   ,                       74   ,                   6.0   , 0.7813   ,               44.5   ,                  2610   ,
2021-03-31 12:42:28 ,          26.0   ,            188.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          6   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               44.5   ,                  2610   ,
2021-03-31 12:42:29 ,          26.0   ,            167.0   ,          33.0   ,               28.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          0   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               44.5   ,                  2612   ,
2021-03-31 12:42:30 ,          26.0   ,            167.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          0   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               44.6   ,                  2614   ,
2021-03-31 12:42:31 ,          26.0   ,            168.0   ,          33.0   ,               26.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          0   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               44.6   ,                  2612   ,
2021-03-31 12:42:32 ,          26.0   ,            174.0   ,          33.0   ,               28.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          0   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               44.6   ,                  2627   ,
2021-03-31 12:42:33 ,          26.0   ,            172.0   ,          33.0   ,               28.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          5   ,                        221   ,                       74   ,                   4.0   , 0.7813   ,               43.1   ,                  2594   ,
2021-03-31 12:42:34 ,          26.0   ,            167.0   ,          33.0   ,               26.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          0   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               41.6   ,                  2594   ,
2021-03-31 12:42:35 ,          26.0   ,            167.0   ,          33.0   ,               28.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          0   ,                        221   ,                       74   ,                   4.0   , 0.7813   ,               40.0   ,                  2594   ,
2021-03-31 12:42:36 ,          26.0   ,            167.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          0   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               38.5   ,                  2594   ,
2021-03-31 12:42:37 ,          26.0   ,            167.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          0   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               37.1   ,                  2594   ,
2021-03-31 12:42:38 ,          26.0   ,            167.0   ,          33.0   ,               26.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          0   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               35.5   ,                  2594   ,
2021-03-31 12:42:39 ,          26.0   ,            167.0   ,          33.0   ,               28.0   ,                          27.0   ,                  31.0   ,                   27.0   ,                   27.0   ,                   30.0   ,              26   ,                   0   ,          0   ,                        221   ,                       74   ,                   5.0   , 0.7813   ,               34.0   ,                  2590   ,
2021-03-31 12:42:40 ,          26.0   ,            168.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   27.0   ,                   27.0   ,                   30.0   ,              26   ,                   0   ,          0   ,                        221   ,                       73   ,                   6.0   , 0.7813   ,               33.1   ,                  2590   ,
2021-03-31 12:42:41 ,          26.0   ,            170.0   ,          33.0   ,               28.0   ,                          27.0   ,                  31.0   ,                   27.0   ,                   27.0   ,                   30.0   ,              26   ,                   0   ,          0   ,                        221   ,                       73   ,                   5.0   , 0.7813   ,               31.8   ,                  2590   ,
2021-03-31 12:42:42 ,          26.0   ,            172.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          2   ,                        221   ,                       73   ,                   4.0   , 0.7813   ,               31.0   ,                  2590   ,
2021-03-31 12:42:43 ,          26.0   ,            167.0   ,          33.0   ,               27.0   ,                          27.0   ,                  31.0   ,                   28.0   ,                   28.0   ,                   30.0   ,              26   ,                   0   ,          0   ,                        221   ,                       73   ,                   4.0   , 0.7813   ,               31.0   ,                  2589   ,
